"row_index","Act Number","chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"190","1","0","The Gommage","42","21","Sophie","This too is your legacy.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"191","1","0","The Gommage","42","22","Gustave","In a way, it’s yours too.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"192","1","0","The Gommage","43","0","Gustave","I’m here.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"193","1","0","The Gommage","43","1","Sophie","I know. I know.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"0","1","1","Festival de l’Expédition","0","0","Lucien","There you are! You can’t hide from us, you know. Like I said, mourning’s best done with friends.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"1","1","1","Festival de l’Expédition","0","1","Catherine","Lucien.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"2","1","1","Festival de l’Expédition","0","2","Lucien","What? It is. Grieving alone is the worst.","0.3","0.2","0.0","0.0","0.3","0.0","0.2"
"3","1","1","Festival de l’Expédition","0","3","Catherine","Where’s mine?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"4","1","1","Festival de l’Expédition","0","4","Lucien","Santé, les amis!","0.6","0.2","0.0","0.0","0.0","0.0","0.2"
"5","1","1","Festival de l’Expédition","0","5","Catherine","Santé!","0.7","0.2","0.0","0.0","0.0","0.0","0.1"
"6","1","1","Festival de l’Expédition","0","6","Gustave","Yeah– Yeah, yeah, no, I could use a drink.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"7","1","1","Festival de l’Expédition","0","7","Catherine","Five tables this year, you see that? Told you we’d beat the 34s. Even Maelle showed up, and she hates these things. Wanna go take a look?","0.5","0.3","0.0","0.0","0.0","0.0","0.2"
"8","1","1","Festival de l’Expédition","0","8","Gustave","Uh, I don’t– Maybe later. I’ll catch up. I’m okay. I’m okay. You go.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"9","1","1","Festival de l’Expédition","0","9","Lucien","Yeah. Time for a refill anyway.","0.3","0.2","0.0","0.0","0.0","0.0","0.5"
"10","1","1","Festival de l’Expédition","0","10","Catherine","There’s an “excess of wine” again. Thank your sister for her generosity.","0.4","0.2","0.0","0.0","0.0","0.0","0.4"
"11","1","1","Festival de l’Expédition","0","11","Lucien","Oh, and try to enjoy yourself. Don’t drink alone, you weirdo!","0.5","0.2","0.0","0.0","0.0","0.0","0.3"
"12","1","1","Festival de l’Expédition","0","12","Gustave","Yeah, right. Enjoy myself. I should check on Maelle, she’s probably alone, as usual. Let’s at least check on Maelle and my apprentices.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"13","1","1","Festival de l’Expédition","1","0","Gustave","I knew I’d find you here. Having second thoughts about the Expedition?","0.0","0.3","0.0","0.0","0.0","0.3","0.4"
"14","1","1","Festival de l’Expédition","1","1","Maelle","Please. I’m more ready to go than you are.","0.0","0.6","0.0","0.0","0.0","0.2","0.2"
"15","1","1","Festival de l’Expédition","1","2","Gustave","Yeah, I know.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"16","1","1","Festival de l’Expédition","1","3","Maelle","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"17","1","1","Festival de l’Expédition","1","4","Gustave","I know we’ve been over this, but as your guardian, I need to say this one more time. The rest of us only have a year left, but you’ve got nine good years before your Gommage. You don’t need to leave yet. It’s a lot of risk.","0.0","0.0","0.0","0.0","0.5","0.3","0.2"
"18","1","1","Festival de l’Expédition","1","5","Maelle","One year out there’s better than nine years in here.","0.0","0.5","0.0","0.0","0.3","0.0","0.2"
"19","1","1","Festival de l’Expédition","1","6","Gustave","I know you think that but–","0.0","0.0","0.0","0.0","0.4","0.2","0.4"
"20","1","1","Festival de l’Expédition","1","7","Maelle","If anyone should stay, it’s you. You have friends and family who want you here–","0.0","0.3","0.0","0.0","0.4","0.0","0.3"
"21","1","1","Festival de l’Expédition","1","8","Gustave","So do you–","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"22","1","1","Festival de l’Expédition","1","9","Maelle","No, I don’t.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"23","1","1","Festival de l’Expédition","1","10","Gustave","Emma thinks of you as family–","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"24","1","1","Festival de l’Expédition","1","11","Maelle","Lumière’s not my home. Not the way it is for you. Besides, this way I can keep an eye on you for Emma.","0.0","0.3","0.0","0.0","0.3","0.0","0.4"
"25","1","1","Festival de l’Expédition","1","12","Gustave","Right, ‘cause she needs eyes everywhere.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"26","1","1","Festival de l’Expédition","1","13","Maelle","Shush. You’re lucky you have a sister who cares.","0.3","0.0","0.0","0.0","0.3","0.0","0.4"
"27","1","1","Festival de l’Expédition","1","14","Gustave","Doubly lucky, since now I have two.","0.5","0.0","0.0","0.0","0.0","0.0","0.5"
"28","1","1","Festival de l’Expédition","1","15","Maelle","Alright, enough chit chat. C’mon, old man, let’s have a duel.","0.4","0.4","0.0","0.0","0.0","0.0","0.2"
"29","1","1","Festival de l’Expédition","1","16","Gustave","“Old man?”","0.3","0.0","0.3","0.0","0.0","0.0","0.4"
"30","1","1","Festival de l’Expédition","1","17","Maelle","You’re pretty much the oldest man in Lumière, now, non? C’mon. This time, I’m not messing around! Hope your Lumina Converter works better than your duelling.","0.4","0.4","0.0","0.0","0.0","0.0","0.2"
"31","1","1","Festival de l’Expédition","2","0","Gustave","Not bad for the oldest man in Lumière, eh?","0.5","0.3","0.0","0.0","0.0","0.0","0.2"
"32","1","1","Festival de l’Expédition","2","1","Maelle","Congratulations, you beat a teenager. Take this token as your well deserved prize. Don’t get too drunk tonight, okay?","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"33","1","1","Festival de l’Expédition","2","2","Gustave","Hmmm, where are my scallywag apprentices? I promised to find them at the festival.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"34","1","1","Festival de l’Expédition","3","0","Jules","Wow, so many Expeditioners! So cool!","0.7","0.2","0.1","0.0","0.0","0.0","0.0"
"35","1","1","Festival de l’Expédition","5","0","Jules","That’s… He made that overnight? Dad… Damn, now I feel stupid for fighting with him… Dad…","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"36","1","1","Festival de l’Expédition","5","1","Gustave","…","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"37","1","1","Festival de l’Expédition","5","2","Jules","You take it.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"38","1","1","Festival de l’Expédition","5","3","Gustave","What?","0.0","0.0","0.2","0.0","0.0","0.0","0.8"
"39","1","1","Festival de l’Expédition","5","4","Jules","I’m not sure I’ll ever use it. Maybe I’ll go blind like my father, or maybe another expedition will succeed. I want to support the Expedition now. Take it. It may be useful to you.","0.0","0.3","0.0","0.0","0.3","0.0","0.4"
"40","1","1","Festival de l’Expédition","5","5","Gustave","…","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"41","1","1","Festival de l’Expédition","5","6","Jules","It’s ok. I don’t need the uniform to know my dad’s with me.","0.4","0.0","0.0","0.0","0.3","0.0","0.3"
"42","1","1","Festival de l’Expédition","5","7","Gustave","Thanks.","0.5","0.0","0.0","0.0","0.0","0.0","0.5"
"43","1","1","Festival de l’Expédition","6","0","Michel","Come, let’s play some cards.","0.5","0.2","0.0","0.0","0.0","0.0","0.3"
"44","1","1","Festival de l’Expédition","6","1","Gustave","No way. Everyone knows you cheat.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"45","1","1","Festival de l’Expédition","6","2","Michel","That’s just what sore losers say. Come now, you gonna be a little cautious mouse with the Paintress too?","0.3","0.3","0.0","0.0","0.0","0.0","0.4"
"46","1","1","Festival de l’Expédition","6","3","Gustave","“Cautious” is good. Keeps you alive.","0.0","0.3","0.0","0.0","0.0","0.3","0.4"
"47","1","1","Festival de l’Expédition","6","4","Michel","Meh. We’re EXPEDITIONERS. Stay smart, yes, but be BOLD, eh? You can’t win if you don’t play.","0.3","0.5","0.0","0.0","0.0","0.0","0.2"
"48","1","1","Festival de l’Expédition","6","5","Gustave","Money’s no good out there anyway. Why’re you trying to fleece me?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"49","1","1","Festival de l’Expédition","6","6","Michel","‘Cause winning is fun.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"50","1","1","Festival de l’Expédition","7","0","Seba","Gustave! Come drink with me!","0.6","0.2","0.0","0.0","0.0","0.0","0.2"
"51","1","1","Festival de l’Expédition","7","1","Gustave","I’m pacing myself tonight.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"52","1","1","Festival de l’Expédition","7","2","Seba","Oh, you’re so boring. It’s our last night! Who knows when we’ll be back.","0.5","0.3","0.0","0.0","0.0","0.0","0.2"
"53","1","1","Festival de l’Expédition","7","3","Gustave","I like that you say “when” and not “if.”","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"54","1","1","Festival de l’Expédition","7","4","Seba","What can I say? I’m an optimist. Or an idiot. Depends on who you ask.","0.5","0.3","0.0","0.0","0.0","0.0","0.2"
"55","1","1","Festival de l’Expédition","8","0","Tom","Hey, Gustave, check out the new Pictos I made!","0.5","0.2","0.0","0.0","0.0","0.0","0.3"
"56","1","1","Festival de l’Expédition","8","1","Gustave","Looks a bit rough. You sure it works?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"57","1","1","Festival de l’Expédition","8","2","Tom","I’ve been working on this for months. It’s my personal masterpiece.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"58","1","1","Festival de l’Expédition","8","3","Gustave","Your personal masterpiece seems a little… unorthodox.","0.0","0.3","0.0","0.0","0.0","0.0","0.7"
"59","1","1","Festival de l’Expédition","8","4","Tom","It’s dead useful, trust me. C’mon, give it a whirl.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"60","1","1","Festival de l’Expédition","8","5","Gustave","Sure, why not…","0.3","0.2","0.0","0.0","0.0","0.0","0.5"
"61","1","1","Festival de l’Expédition","8","6","Tom","Great. I’ll trade it for one token.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"62","1","1","Festival de l’Expédition","8","7","Gustave","Call it morbid curiosity. Here. Your token.","0.3","0.2","0.0","0.0","0.0","0.0","0.5"
"63","1","1","Festival de l’Expédition","8","8","Tom","You won’t regret it. Probably.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"64","1","1","Festival de l’Expédition","9","0","Gustave","Hey, Amandine, having fun?","0.4","0.2","0.0","0.0","0.0","0.0","0.4"
"65","1","1","Festival de l’Expédition","9","1","Amandine","Oh, hey, handsome, perfect timing. I’m styling everyone before we ship out. Gotta look sharp when we hit the Paintress, eh?","0.5","0.3","0.0","0.0","0.0","0.0","0.2"
"66","1","1","Festival de l’Expédition","9","2","Gustave","Certainly important. Can you style me up too?","0.4","0.2","0.0","0.0","0.0","0.0","0.4"
"67","1","1","Festival de l’Expédition","9","3","Amandine","On it. Just bring me a token first.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"68","1","1","Festival de l’Expédition","12","0","Antoine","Gustave, just the man I wanted to see.","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"69","1","1","Festival de l’Expédition","12","1","Gustave","You want a rematch, don’t you?","0.3","0.7","0.0","0.0","0.0","0.0","0.0"
"70","1","1","Festival de l’Expédition","12","2","Antoine","It’s my last chance, isn’t it?","0.0","0.8","0.2","0.0","0.0","0.0","0.0"
"71","1","1","Festival de l’Expédition","12","3","Gustave","After tomorrow, you’ll be the undisputed expert on Expedition history.","0.6","0.4","0.0","0.0","0.0","0.0","0.0"
"72","1","1","Festival de l’Expédition","12","4","Antoine","That’s tomorrow. What about today?","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"73","1","1","Festival de l’Expédition","12","5","Gustave","Who am I to deny you. Fire away.","0.5","0.5","0.0","0.0","0.0","0.0","0.0"
"74","1","1","Festival de l’Expédition","12","6","Antoine","How many years ago was the Fracture?","0.0","0.8","0.2","0.0","0.0","0.0","0.0"
"75","1","1","Festival de l’Expédition","12","7","Gustave","You’re kidding, this is your question?","0.0","0.0","0.8","0.2","0.0","0.0","0.0"
"76","1","1","Festival de l’Expédition","12","8","Antoine","Yes. When did our world break apart and our luminous city get thrown into the middle of the ocean? When was the Fracture?","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"77","1","1","Festival de l’Expédition","12","9","Gustave","67 years ago.","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"78","1","1","Festival de l’Expédition","12","10","Antoine","Brilliant. I concede. You are the undisputed expert on Lumieran History.","0.8","0.2","0.0","0.0","0.0","0.0","0.0"
"79","1","1","Festival de l’Expédition","12","11","Gustave","What are you talking about? Every child knows this. The Monolith’s essentially a reverse calendar, counting down since the Fracture happened in Year 100.","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"80","1","1","Festival de l’Expédition","12","12","Antoine","All right, fine, another one then. Which was the first expedition to depart for the continent?","0.0","0.8","0.2","0.0","0.0","0.0","0.0"
"81","1","1","Festival de l’Expédition","12","13","Gustave","Expedition Zero.","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"82","1","1","Festival de l’Expédition","12","14","Antoine","Correct. That still annoys me. They left in Year 100. They should be called Expedition 100. Makes no sense. Lumière will be long gone before the Monolith hits zero. Alright, last one. Get it right and maybe I’ll give you a token. What is a “Lumina?”","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"83","1","1","Festival de l’Expédition","12","15","Gustave","Abilities you internalise by using a Pictos in battle after enough times.","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"84","1","1","Festival de l’Expédition","12","16","Antoine","Well done, well done.","0.8","0.2","0.0","0.0","0.0","0.0","0.0"
"85","1","1","Festival de l’Expédition","12","17","Gustave","Not really, I mean, I created the Lumina Converter… So…?","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"86","1","1","Festival de l’Expédition","12","18","Antoine","Ahem. I hereby officially end our feud. With your departure, Lumière loses a brilliant light. And a… good friend.","0.5","0.0","0.0","0.0","0.5","0.0","0.0"
"87","1","1","Festival de l’Expédition","12","19","Gustave","You big softie.","0.8","0.2","0.0","0.0","0.0","0.0","0.0"
"88","1","1","Festival de l’Expédition","12","20","Antoine","Alright, alright, here’s a token, go spend it on something.","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"89","1","1","Festival de l’Expédition","13","0","Colette","Hello there, Gustave. Perhaps one of these artefacts may prove useful to your mission?","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"90","1","1","Festival de l’Expédition","13","1","Gustave","Colette, you’ve been holding out on us. What are these?","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"91","1","1","Festival de l’Expédition","13","2","Colette","Relics from before the Fracture, passed down through the generations. The Council deemed them trinkets, but I think otherwise.","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"92","1","1","Festival de l’Expédition","13","3","Gustave","That’s kind of you to share.","0.7","0.3","0.0","0.0","0.0","0.0","0.0"
"93","1","1","Festival de l’Expédition","13","4","Colette","I may not be able to join the Expedition, but I’d still like to help. One token is all I ask.","0.0","0.7","0.0","0.0","0.3","0.0","0.0"
"94","1","1","Festival de l’Expédition","13","5","Gustave","Ah. I should’ve known.","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"95","1","1","Festival de l’Expédition","14","0","Gustave","These are yours?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"96","1","1","Festival de l’Expédition","14","1","Sciel","You gonna lecture ME on drinking?","0.0","0.0","0.0","0.7","0.3","0.0","0.0"
"97","1","1","Festival de l’Expédition","14","2","Gustave","I wouldn’t dare. Just calculating how much it’ll hurt to catch up.","0.0","0.7","0.3","0.0","0.0","0.0","0.0"
"98","1","1","Festival de l’Expédition","14","3","Sciel","You can start now. Here, let’s have a toast. To Sophie. Who was always… unapologetically Sophie. My fierce and loving friend.","0.5","0.0","0.0","0.0","0.5","0.0","0.0"
